Ec value(ms/cm), pH Value,TDS Value(ppm),Label
1.5,7.53,102,1
1.5,7.54,102,1
1.5,7.53,102,1
1.72,7.52,102,1
1.5,7.51,102,1
1.5,7.54,102,1
1.72,7.54,102,1
1.5,7.51,102,1
1.5,7.51,102,1
1.72,7.5,102,1
1.5,7.51,102,1
1.5,7.51,102,1
1.72,7.49,102,1
1.72,7.51,102,1
1.5,7.52,102,1
1.5,7.5,102,1
1.29,7.52,102,1
1.5,7.49,102,1
1.72,7.49,102,1
1.5,7.52,102,1
1.5,7.51,102,1
1.72,7.53,102,1
1.72,7.52,102,1
1.5,7.5,102,1
1.5,7.49,102,1
1.72,7.51,102,1
1.5,7.51,102,1
1.5,7.51,102,1
1.72,7.53,102,1
1.5,7.52,102,1
1.5,7.51,102,1
1.5,7.52,102,1
1.72,7.52,102,1
1.5,7.51,102,1
1.5,7.51,102,1
1.5,7.49,102,1
1.72,7.52,102,1
1.5,7.49,102,1
1.5,7.51,102,1
1.29,7.49,102,1
1.29,7.51,102,1
1.5,7.51,102,1
1.72,7.5,102,1
1.29,7.51,102,1
1.72,7.52,102,1
1.72,7.48,102,1
1.5,7.5,102,1
1.5,7.51,102,1
1.29,7.5,102,1
1.5,7.5,102,1
1.72,7.5,102,1
1.5,7.52,102,1
1.5,7.51,102,1
1.29,7.5,102,1
1.5,7.48,102,1
1.5,7.52,102,1
1.29,7.5,102,1
0,7.5,102,1
0.21,7.55,102,1
0,7.27,102,1
0.43,7.35,102,1
0,7.35,102,1
1.72,7.35,102,1
1.72,7.68,102,1
1.93,7.68,102,1
1.72,7.68,102,1
1.5,7.65,102,1
1.93,7.62,102,1
1.72,7.62,102,1
1.72,7.62,102,1
1.5,7.64,102,1
1.93,7.66,109,1
1.93,7.71,109,1
0.21,7.61,109,1
1.93,7.69,109,1
1.93,7.64,109,1
1.72,7.61,109,1
1.93,7.7,109,1
1.72,7.76,120,1
1.72,7.72,125,1
1.72,7.71,129,1
1.72,7.68,129,1
1.72,7.71,129,1
1.72,7.66,129,1
1.72,7.68,129,1
1.72,7.66,129,1
1.72,7.64,129,1
1.93,7.66,129,1
1.72,7.61,129,1
1.93,7.63,129,1
1.93,7.61,129,1
1.72,7.61,129,1
1.5,7.62,129,1
1.72,7.62,129,1
1.72,7.62,129,1
1.72,7.72,129,1
2.15,7.63,129,1
1.93,7.7,129,1
2.15,7.62,129,1
1.93,7.64,129,1
2.15,7.63,129,1
1.93,7.62,129,1
2.15,7.67,129,1
2.15,7.59,129,1
1.93,7.65,129,1
1.93,7.65,129,1
1.93,7.59,129,1
1.93,7.61,129,1
1.93,7.63,127,1
2.15,7.6,79,1
1.93,7.6,17,1
2.15,7.66,2,1
1.93,7.6,0,1
1.72,7.61,0,1
1.72,7.64,0,1
1.93,7.62,0,1
1.93,7.62,0,1
1.72,7.62,0,1
1.72,7.62,0,1
1.5,7.64,0,1
1.72,7.6,0,1
1.72,7.61,0,1
1.72,7.6,0,1
1.93,7.62,0,1
1.72,7.61,0,1
1.93,7.6,0,1
1.93,7.61,0,1
1.93,7.62,0,1
1.72,7.6,60,1
1.72,7.61,118,1
1.93,7.59,118,1
1.93,7.61,120,1
1.72,7.62,120,1
1.93,7.62,120,1
1.93,7.64,120,1
1.72,7.62,120,1
1.72,7.59,120,1
1.72,7.59,120,1
1.72,7.59,120,1
1.72,7.58,120,1
1.93,7.55,120,1
1.93,7.57,120,1
1.93,7.58,120,1
1.93,7.59,120,1
1.93,7.62,120,1
1.72,7.6,120,1
1.93,7.61,120,1
1.72,7.6,120,1
1.72,7.56,120,1
1.72,7.5,120,1
1.72,7.56,120,1
1.72,7.57,120,1
1.72,7.59,120,1
1.72,7.58,120,1
1.72,7.58,118,1
1.5,7.58,118,1
1.72,7.57,118,1
1.93,7.6,118,1
1.72,7.59,118,1
1.72,7.64,118,1
1.72,7.64,118,1
0,7.67,118,1
1.72,7.29,118,1
0,7.66,120,1
0,7.52,120,1
1.93,7.67,120,1
1.72,7.71,120,1
1.93,7.69,122,1
1.93,7.67,124,1
1.93,7.64,124,1
1.72,7.66,124,1
1.72,7.64,124,1
1.72,7.63,124,1
1.93,7.63,124,1
1.72,7.63,124,1
1.72,7.6,125,1
1.93,7.62,125,1
1.72,7.62,125,1
1.72,7.61,125,1
1.5,7.62,124,1
1.72,7.59,124,1
1.72,7.62,124,1
1.72,7.59,124,1
1.72,7.6,124,1
1.72,7.6,124,1
1.93,7.61,124,1
1.93,7.59,124,1
1.93,7.59,124,1
1.93,7.58,124,1
1.72,7.59,124,1
1.72,7.59,124,1
1.93,7.59,124,1
1.72,7.59,124,1
1.72,7.6,124,1
1.72,7.58,124,1
1.72,7.58,124,1
1.72,7.58,124,1
1.93,7.59,124,1
1.72,7.6,124,1
1.5,7.59,124,1
1.72,7.57,124,1
1.72,7.57,124,1
1.72,7.6,124,1
1.72,7.57,124,1
1.93,7.56,124,1
1.72,7.58,124,1
1.72,7.55,124,1
1.72,7.55,124,1
1.72,7.57,124,1
1.5,7.56,124,1
1.72,7.57,124,1
1.5,7.56,124,1
1.93,7.57,124,1
1.5,7.58,124,1
1.72,7.59,124,1
1.93,7.57,124,1
1.5,7.56,122,1
1.72,7.58,122,1
1.72,7.55,122,1
1.5,7.59,122,1
1.72,7.56,122,1
1.93,7.55,122,1
1.72,7.55,122,1
1.72,7.56,122,1
1.72,7.55,122,1
1.72,7.56,122,1
1.72,7.53,122,1
1.5,7.57,122,1
1.93,7.56,122,1
1.5,7.54,122,1
1.72,7.56,122,1
1.72,7.57,122,1
1.72,7.55,122,1
1.72,7.53,122,1
1.72,7.53,122,1
1.5,7.55,122,1
1.72,7.53,122,1
1.5,7.56,122,1
1.72,7.54,122,1
1.72,7.55,122,1
1.72,7.55,122,1
1.72,7.55,120,1
1.5,7.57,120,1
1.72,7.56,120,1
1.5,7.54,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.72,7.54,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.93,7.54,120,1
1.72,7.57,120,1
1.5,7.54,120,1
1.72,7.54,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.72,7.53,120,1
1.72,7.55,120,1
1.93,7.54,120,1
1.72,7.55,120,1
1.72,7.54,120,1
1.72,7.53,120,1
1.72,7.54,120,1
1.5,7.54,120,1
1.72,7.56,120,1
1.72,7.55,120,1
1.72,7.53,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.93,7.54,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.54,120,1
1.72,7.53,120,1
1.5,7.55,120,1
1.72,7.55,120,1
1.72,7.52,120,1
1.72,7.53,120,1
1.72,7.52,120,1
1.72,7.54,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.5,7.53,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.55,120,1
1.72,7.5,120,1
1.72,7.53,120,1
1.72,7.54,120,1
1.5,7.53,120,1
1.72,7.52,120,1
1.72,7.54,120,1
1.72,7.51,120,1
1.5,7.54,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.5,7.52,120,1
1.5,7.51,120,1
1.5,7.53,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.5,7.53,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.5,7.54,120,1
1.72,7.54,120,1
1.5,7.53,120,1
1.5,7.51,120,1
1.5,7.52,120,1
1.72,7.53,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.54,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.52,120,1
1.5,7.52,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.5,7.53,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.72,7.54,120,1
1.5,7.51,120,1
1.5,7.53,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.5,7.51,120,1
1.5,7.52,120,1
1.5,7.53,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.72,7.53,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.5,7.52,120,1
1.72,7.5,120,1
1.5,7.51,120,1
1.72,7.53,120,1
1.5,7.51,120,1
1.72,7.53,120,1
1.5,7.52,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.5,7.49,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.5,7.53,120,1
1.72,7.53,120,1
1.72,7.52,120,1
1.5,7.51,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.48,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.5,7.52,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.72,7.5,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.5,7.5,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.72,7.48,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.53,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.52,120,1
1.5,7.51,120,1
1.5,7.47,120,1
1.72,7.49,120,1
1.72,7.48,120,1
1.5,7.5,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.5,7.49,120,1
1.5,7.49,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.93,7.49,120,1
1.5,7.5,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.72,7.48,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.93,7.5,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.5,7.49,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.48,120,1
1.5,7.5,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.48,120,1
1.72,7.52,120,1
1.5,7.48,120,1
1.5,7.49,120,1
1.72,7.49,120,1
1.5,7.49,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.5,7.49,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.52,120,1
1.5,7.52,120,1
1.72,7.52,120,1
1.5,7.51,120,1
1.72,7.52,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.5,7.51,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.5,7.48,120,1
1.72,7.49,120,1
1.72,7.53,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.5,7.52,120,1
1.72,7.53,120,1
1.5,7.53,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.5,7.52,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.93,7.52,120,1
1.72,7.52,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.72,7.53,120,1
1.5,7.53,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.52,120,1
1.5,7.49,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.72,7.52,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.53,120,1
1.5,7.51,120,1
1.72,7.52,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.5,7.5,120,1
1.5,7.52,120,1
1.72,7.49,120,1
1.72,7.5,120,1
1.72,7.49,120,1
1.5,7.52,120,1
1.5,7.49,120,1
1.5,7.53,120,1
1.72,7.49,120,1
1.72,7.53,120,1
1.72,7.49,120,1
1.72,7.53,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.5,7.48,120,1
1.72,7.51,120,1
1.72,7.48,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.5,7.49,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.5,7.5,120,1
1.5,7.51,120,1
1.5,7.49,120,1
1.5,7.51,118,1
1.72,7.5,118,1
1.72,7.5,118,1
1.5,7.51,120,1
1.72,7.49,120,1
1.72,7.52,120,1
1.5,7.48,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.5,7.49,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.5,7.5,120,1
1.72,7.51,118,1
1.72,7.53,118,1
1.72,7.52,118,1
1.5,7.51,118,1
1.72,7.5,118,1
1.5,7.5,118,1
1.5,7.51,118,1
1.72,7.51,118,1
1.72,7.5,118,1
1.72,7.51,118,1
1.5,7.5,118,1
1.5,7.53,118,1
1.72,7.5,118,1
1.72,7.5,120,1
1.93,7.51,118,1
1.5,7.53,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.5,118,1
1.72,7.51,120,1
1.5,7.49,118,1
1.5,7.52,120,1
1.5,7.51,118,1
1.72,7.51,118,1
1.72,7.51,118,1
1.72,7.5,118,1
1.5,7.51,118,1
1.5,7.51,120,1
1.5,7.49,120,1
1.5,7.5,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.72,7.53,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.72,7.51,118,1
1.5,7.5,118,1
1.72,7.5,118,1
1.5,7.51,118,1
1.72,7.53,120,1
1.72,7.5,120,1
1.72,7.49,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.5,7.5,120,1
1.72,7.51,120,1
1.5,7.52,120,1
1.5,7.51,120,1
1.72,7.48,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.72,7.49,120,1
1.93,7.51,120,1
1.5,7.51,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.5,7.5,120,1
1.72,7.49,120,1
1.5,7.49,120,1
1.5,7.51,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.72,7.49,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.53,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.51,120,1
1.5,7.53,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.5,7.51,120,1
1.72,7.49,120,1
1.5,7.53,120,1
1.5,7.5,120,1
1.5,7.51,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.5,7.52,120,1
1.72,7.52,120,1
1.72,7.49,120,1
1.72,7.49,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.72,7.49,120,1
1.5,7.49,120,1
1.72,7.52,120,1
1.72,7.48,120,1
1.72,7.48,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.5,7.49,120,1
1.72,7.5,120,1
1.5,7.5,120,1
1.5,7.5,120,1
1.72,7.5,120,1
1.72,7.51,120,1
1.5,7.49,120,1
1.5,7.52,120,1
1.72,7.5,120,1
1.72,7.49,120,1
1.5,7.51,120,1
1.5,7.5,120,1
1.72,7.51,120,1
1.72,7.51,120,1
1.72,7.5,120,1
1.72,7.52,120,1
1.72,7.5,120,1
1.72,7.49,120,1
1.72,7.5,120,1
1.5,7.51,120,1
1.5,7.48,120,1
1.72,7.51,120,1
1.5,7.5,120,1
1.93,7.52,120,1
1.72,7.51,120,1
1.72,7.49,120,1
1.72,7.52,120,1
0.21,7.57,120,1
0,7.27,120,1
0,7.26,120,1
0,7.27,120,1
0,7.26,120,1
0,7.26,120,1
0,7.26,120,1
0,7.26,120,1
0,7.27,120,1
0,7.27,120,1
0,7.27,118,1
0,7.28,118,1
0,7.28,118,1
0,7.27,118,1
0,7.28,118,1
0,7.28,89,1
0,7.28,56,1
0,7.28,31,1
1.72,7.3,4,1
1.72,7.78,4,1
1.93,7.77,4,1
1.72,7.77,4,1
1.93,7.74,4,1
1.93,7.76,4,1
1.72,7.75,4,1
1.72,7.7,4,1
1.93,7.72,4,1
1.72,7.68,4,1
1.5,7.68,4,1
1.93,7.7,4,1
1.93,7.66,4,1
1.93,7.68,4,1
1.72,7.69,4,1
1.72,7.68,8,1
1.93,7.68,68,1
1.72,7.67,122,1
1.72,7.67,122,1
1.72,7.64,122,1
1.72,7.65,122,1
1.72,7.63,122,1
1.72,7.64,122,1
1.72,7.66,122,1
1.72,7.64,122,1
1.72,7.61,122,1
1.72,7.62,122,1
1.93,7.61,122,1
1.72,7.63,122,1
1.72,7.61,122,1
1.93,7.63,122,1
1.72,7.64,122,1
1.72,7.61,122,1
1.72,7.61,122,1
1.93,7.61,122,1
1.93,7.62,122,1
1.72,7.6,120,1
1.93,7.59,120,1
1.5,7.58,120,1
1.93,7.59,120,1
1.72,7.6,120,1
1.93,7.59,120,1
1.72,7.6,120,1
1.72,7.61,120,1
1.93,7.61,120,1
1.72,7.59,120,1
1.72,7.59,120,1
0,7.64,120,1
1.93,7.28,120,1
1.29,7.71,120,1
1.72,7.73,120,1
1.93,7.77,120,1
0,7.3,120,1
0,7.27,120,1
1.93,7.27,120,1
1.93,7.78,120,1
1.72,7.81,120,1
1.72,7.79,120,1
2.15,7.76,120,1
0.21,7.76,120,1
1.93,7.78,120,1
1.93,7.83,118,1
1.93,7.77,118,1
1.72,7.75,118,1
1.93,7.72,116,1
1.93,7.79,109,1
1.72,7.75,109,1
1.93,7.69,96,1
1.93,7.74,96,1
1.72,7.68,89,1
1.72,7.74,83,1
1.93,7.68,79,1
1.72,7.76,79,1
0.86,7.7,79,1
1.93,7.66,79,1
1.07,7.62,79,1
1.93,7.4,79,1
1.93,7.73,79,1
1.93,7.72,83,1
1.72,7.75,83,1
1.72,7.73,89,1
1.72,7.72,89,1
1.72,7.7,91,1
1.72,7.68,104,1
1.93,7.69,116,1
1.72,7.69,118,1
1.72,7.67,120,1
1.93,7.69,120,1
1.93,7.69,120,1
1.72,7.65,120,1
1.93,7.67,120,1
1.72,7.65,120,1
1.72,7.65,120,1
1.72,7.66,120,1
1.72,7.63,120,1
1.93,7.67,120,1
1.72,7.64,120,1
1.72,7.64,120,1
1.72,7.63,120,1
1.5,7.64,120,1
1.93,7.62,120,1
1.72,7.62,120,1
1.72,7.66,120,1
1.93,7.63,120,1
1.72,7.62,120,1
1.93,7.6,120,1
1.72,7.61,120,1
1.93,7.63,120,1
1.72,7.63,120,1
1.72,7.59,120,1
1.72,7.6,120,1
1.72,7.61,120,1
1.72,7.63,120,1
1.72,7.6,120,1
1.72,7.6,120,1
1.72,7.61,120,1
1.72,7.61,120,1
1.5,7.62,120,1
1.72,7.6,120,1
1.5,7.59,120,1
1.72,7.57,120,1
1.72,7.59,120,1
1.72,7.6,120,1
1.72,7.6,120,1
1.72,7.59,120,1
1.72,7.61,120,1
1.72,7.59,120,1
1.5,7.6,120,1
1.72,7.59,120,1
1.72,7.6,120,1
1.5,7.59,120,1
1.72,7.6,120,1
1.93,7.57,120,1
1.93,7.57,120,1
1.5,7.56,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.72,7.57,120,1
1.72,7.56,120,1
1.72,7.58,120,1
1.72,7.57,120,1
1.72,7.57,120,1
1.72,7.55,120,1
1.72,7.57,120,1
1.72,7.58,120,1
1.72,7.55,120,1
1.5,7.55,120,1
1.72,7.57,120,1
1.72,7.58,120,1
1.72,7.56,120,1
1.5,7.56,120,1
1.72,7.57,120,1
1.72,7.54,120,1
1.93,7.55,120,1
1.72,7.57,120,1
1.72,7.56,120,1
1.72,7.57,120,1
1.72,7.56,120,1
1.72,7.53,120,1
1.72,7.57,120,1
1.72,7.54,120,1
1.72,7.57,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.72,7.57,120,1
1.93,7.59,120,1
1.72,7.59,120,1
1.5,7.62,120,1
1.5,7.62,120,1
1.72,7.66,120,1
1.5,7.64,120,1
1.5,7.67,120,1
1.5,7.67,120,1
1.72,7.67,118,1
1.5,7.65,118,1
1.72,7.67,118,1
1.72,7.64,118,1
1.5,7.66,118,1
1.72,7.68,118,1
1.5,7.65,118,1
1.72,7.64,116,1
1.5,7.63,114,1
1.93,7.63,114,1
1.72,7.64,114,1
1.5,7.65,114,1
1.72,7.65,114,1
1.72,7.64,114,1
1.5,7.66,114,1
1.72,7.66,114,1
1.5,7.68,114,1
1.72,7.65,114,1
0,7.68,114,1
0,7.32,114,1
1.72,7.42,114,1
1.72,7.67,114,1
1.5,7.66,114,1
1.5,7.71,114,1
1.5,7.7,114,1
1.93,7.73,114,1
1.93,7.72,114,1
1.72,7.7,114,1
1.93,7.68,113,1
1.93,7.65,113,1
1.72,7.64,113,1
1.72,7.63,113,1
1.93,7.66,113,1
1.72,7.62,111,1
1.93,7.62,109,1
1.72,7.68,109,1
1.93,7.68,107,1
1.93,7.61,96,1
1.93,7.61,68,1
1.93,7.59,68,1
1.93,7.61,77,1
1.5,7.62,77,1
1.5,7.61,77,1
1.72,7.62,79,1
1.72,7.62,79,1
1.5,7.6,81,1
1.5,7.61,81,1
1.5,7.6,81,1
1.5,7.59,81,1
1.5,7.6,81,1
1.72,7.65,81,1
1.72,7.68,81,1
1.5,7.66,111,1
1.72,7.63,111,1
1.72,7.66,111,1
1.5,7.66,114,1
1.72,7.66,116,1
1.5,7.64,116,1
1.72,7.65,116,1
1.72,7.63,118,1
1.5,7.6,118,1
1.72,7.64,118,1
1.72,7.61,118,1
1.5,7.6,118,1
1.5,7.61,118,1
1.72,7.62,120,1
1.5,7.6,120,1
1.72,7.59,120,1
1.5,7.61,120,1
1.72,7.61,122,1
1.72,7.58,122,1
1.5,7.58,122,1
1.72,7.6,122,1
1.72,7.57,122,1
1.72,7.57,122,1
1.72,7.59,122,1
1.5,7.59,122,1
1.5,7.57,122,1
1.5,7.58,122,1
1.72,7.57,122,1
1.5,7.57,122,1
1.72,7.58,122,1
1.5,7.57,122,1
1.5,7.58,122,1
1.72,7.57,122,1
1.72,7.57,122,1
1.5,7.55,122,1
1.5,7.57,122,1
1.5,7.56,120,1
1.72,7.56,120,1
1.72,7.55,120,1
1.72,7.56,120,1
1.5,7.55,120,1
1.72,7.57,120,1
1.72,7.55,120,1
1.5,7.54,120,1
1.72,7.54,120,1
1.5,7.54,120,1
1.5,7.55,120,1
1.72,7.52,120,1
1.5,7.56,120,1
1.5,7.54,120,1
1.5,7.55,120,1
1.5,7.53,120,1
1.5,7.55,120,1
1.5,7.53,120,1
1.5,7.55,120,1
1.72,7.53,120,1
1.72,7.54,120,1
1.72,7.54,120,1
1.72,7.52,120,1
1.5,7.52,120,1
1.72,7.53,120,1
1.5,7.54,120,1
1.5,7.51,120,1
1.5,7.51,120,1
1.5,7.53,120,1
1.72,7.53,120,1
1.72,7.53,120,1
1.5,7.54,120,1
1.72,7.53,122,1
1.72,7.53,120,1
1.5,7.52,120,1
1.5,7.53,120,1
1.5,7.51,120,1
1.93,7.55,120,1
1.5,7.52,120,1
1.5,7.49,120,1
0,7.56,120,1
0,7.23,120,1
0,7.23,120,1
0,7.23,120,1
1.72,7.6,120,1
1.5,7.64,120,1
0,7.23,120,1
0,7.22,120,1
0,7.23,120,1
0,7.22,120,1
0,7.25,118,1
0,7.21,118,1
0,7.22,118,1
1.93,7.39,98,1
1.72,7.8,98,1
1.5,7.75,98,1
1.72,7.72,98,1
1.72,7.73,98,1
1.72,7.71,98,1
1.5,7.7,98,1
1.72,7.7,98,1
1.5,7.66,98,1
1.72,7.65,98,1
1.5,7.66,98,1
1.5,7.67,98,1
1.72,7.65,98,1
1.5,7.62,98,1
1.5,7.62,98,1
1.5,7.64,118,1
1.5,7.61,120,1
1.5,7.62,120,1
1.72,7.63,122,1
1.5,7.61,122,1
1.5,7.6,122,1
1.5,7.59,122,1
1.72,7.6,122,1
1.5,7.59,122,1
1.5,7.58,122,1
1.5,7.59,122,1
1.72,7.58,122,1
1.72,7.58,122,1
1.5,7.56,122,1
1.5,7.6,122,1
1.5,7.57,122,1
1.5,7.56,122,1
1.72,7.56,122,1
1.5,7.56,122,1
1.5,7.55,122,1
1.72,7.57,122,1
1.72,7.56,122,1
1.5,7.55,122,1
1.5,7.57,122,1
1.5,7.55,122,1
1.5,7.57,122,1
1.72,7.54,122,1
1.72,7.55,122,1
1.72,7.55,122,1
1.5,7.56,122,1
1.72,7.53,122,1
1.5,7.54,122,1
1.5,7.55,122,1
1.5,7.55,122,1
1.72,7.55,122,1
1.72,7.52,122,1
1.72,7.54,122,1
1.5,7.52,122,1
1.5,7.55,122,1
1.5,7.54,120,1
1.5,7.53,120,1
1.72,7.54,120,1
1.5,7.52,120,1
1.5,7.53,120,1
1.72,7.54,120,1
1.5,7.52,120,1
1.72,7.52,120,1
1.72,7.55,120,1
1.5,7.51,122,1
1.72,7.55,122,1
1.72,7.53,120,1
1.5,7.54,120,1
1.5,7.51,120,1
1.5,7.52,120,1
1.5,7.52,120,1
1.72,7.54,120,1
1.5,7.53,122,1
1.29,7.51,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.5,7.53,122,1
1.72,7.53,122,1
1.5,7.53,122,1
1.72,7.52,122,1
1.5,7.52,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.72,7.51,122,1
1.5,7.5,122,1
1.72,7.54,122,1
1.5,7.51,122,1
